"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2020","Portugal","18 years","Females","Number","52,743",""
"2020","Portugal","19 years","Males","Number","59,789",""
"2020","Portugal","19 years","Females","Number","57,457",""
"2020","Portugal","20 years","Males","Number","58,079",""
"2020","Portugal","20 years","Females","Number","56,550",""
"2020","Portugal","21 years","Males","Number","56,257",""
"2020","Portugal","21 years","Females","Number","54,725",""
"2020","Portugal","22 years","Males","Number","55,349",""
"2020","Portugal","22 years","Females","Number","54,618",""
"2020","Portugal","23 years","Males","Number","55,105",""
"2020","Portugal","23 years","Females","Number","53,155",""
"2020","Portugal","24 years","Males","Number","54,069",""
"2020","Portugal","24 years","Females","Number","52,537",""
"2020","Portugal","25 years","Males","Number","53,168",""
"2020","Portugal","25 years","Females","Number","52,415",""
"2020","Portugal","26 years","Males","Number","54,491",""
"2020","Portugal","26 years","Females","Number","54,867",""
"2020","Portugal","27 years","Males","Number","54,514",""
"2020","Portugal","27 years","Females","Number","55,361",""
"2020","Portugal","28 years","Males","Number","55,581",""
"2020","Portugal","28 years","Females","Number","55,926",""
"2020","Portugal","29 years","Males","Number","55,322",""
"2020","Portugal","29 years","Females","Number","56,035",""
"2020","Portugal","30 years","Males","Number","54,822",""
"2020","Portugal","30 years","Females","Number","55,577",""
"2020","Portugal","31 years","Males","Number","55,495",""
"2020","Portugal","31 years","Females","Number","56,654",""
"2020","Portugal","32 years","Males","Number","55,259",""
"2020","Portugal","32 years","Females","Number","57,045",""
"2020","Portugal","33 years","Males","Number","55,840",""
"2020","Portugal","33 years","Females","Number","58,385",""
"2020","Portugal","34 years","Males","Number","57,283",""
"2020","Portugal","34 years","Females","Number","60,234",""
"2020","Portugal","35 years","Males","Number","61,084",""
"2020","Portugal","35 years","Females","Number","64,968",""
"2020","Portugal","36 years","Males","Number","62,401",""
"2020","Portugal","36 years","Females","Number","66,775",""
"2020","Portugal","37 years","Males","Number","65,089",""
"2020","Portugal","37 years","Females","Number","70,652",""
"2020","Portugal","38 years","Males","Number","65,730",""
"2020","Portugal","38 years","Females","Number","71,819",""
"2020","Portugal","39 years","Males","Number","68,734",""
"2020","Portugal","39 years","Females","Number","75,170",""
"2020","Portugal","40 years","Males","Number","68,851",""
"2020","Portugal","40 years","Females","Number","75,167",""
"2020","Portugal","41 years","Males","Number","70,695",""
"2020","Portugal","41 years","Females","Number","77,932",""
"2020","Portugal","42 years","Males","Number","77,037",""
"2020","Portugal","42 years","Females","Number","84,142",""
"2020","Portugal","43 years","Males","Number","78,475",""
"2020","Portugal","43 years","Females","Number","86,510",""
"2020","Portugal","44 years","Males","Number","79,004",""
"2020","Portugal","44 years","Females","Number","86,411",""
"2020","Portugal","45 years","Males","Number","77,102",""
"2020","Portugal","45 years","Females","Number","85,839",""
"2020","Portugal","46 years","Males","Number","74,969",""
"2020","Portugal","46 years","Females","Number","83,327",""
"2020","Portugal","47 years","Males","Number","75,062",""
"2020","Portugal","47 years","Females","Number","83,688",""
"2020","Portugal","48 years","Males","Number","74,519",""
"2020","Portugal","48 years","Females","Number","82,763",""
"2020","Portugal","49 years","Males","Number","72,509",""
"2020","Portugal","49 years","Females","Number","79,955",""
"2020","Portugal","50 years","Males","Number","70,720",""
"2020","Portugal","50 years","Females","Number","78,107",""
"2020","Portugal","51 years","Males","Number","70,250",""
"2020","Portugal","51 years","Females","Number","77,664",""
"2020","Portugal","52 years","Males","Number","69,539",""
"2020","Portugal","52 years","Females","Number","78,375",""
"2020","Portugal","53 years","Males","Number","70,375",""
"2020","Portugal","53 years","Females","Number","79,341",""
"2020","Portugal","54 years","Males","Number","70,933",""
"2020","Portugal","54 years","Females","Number","79,874",""
"2020","Portugal","55 years","Males","Number","71,161",""
"2020","Portugal","55 years","Females","Number","80,843",""
"2020","Portugal","56 years","Males","Number","69,314",""
"2020","Portugal","56 years","Females","Number","78,867",""
"2020","Portugal","57 years","Males","Number","69,044",""
"2020","Portugal","57 years","Females","Number","78,554",""
"2020","Portugal","58 years","Males","Number","68,573",""
"2020","Portugal","58 years","Females","Number","78,172",""
"2020","Portugal","59 years","Males","Number","68,553",""
"2020","Portugal","59 years","Females","Number","77,060",""
"2020","Portugal","60 years","Males","Number","64,742",""
"2020","Portugal","60 years","Females","Number","73,877",""
"2020","Portugal","61 years","Males","Number","64,245",""
"2020","Portugal","61 years","Females","Number","73,899",""
"2020","Portugal","62 years","Males","Number","63,278",""
"2020","Portugal","62 years","Females","Number","72,749",""
"2020","Portugal","63 years","Males","Number","61,117",""
"2020","Portugal","63 years","Females","Number","70,540",""
"2020","Portugal","64 years","Males","Number","60,866",""
"2020","Portugal","64 years","Females","Number","71,449",""
"2020","Portugal","65 years","Males","Number","58,887",""
"2020","Portugal","65 years","Females","Number","68,629",""
"2020","Portugal","66 years","Males","Number","56,591",""
"2020","Portugal","66 years","Females","Number","67,240",""
"2020","Portugal","67 years","Males","Number","57,043",""
"2020","Portugal","67 years","Females","Number","68,551",""
"2020","Portugal","68 years","Males","Number","57,282",""
"2020","Portugal","68 years","Females","Number","67,204",""
"2020","Portugal","69 years","Males","Number","55,662",""
"2020","Portugal","69 years","Females","Number","65,823",""
"2020","Portugal","70 years","Males","Number","53,552",""
"2020","Portugal","70 years","Females","Number","63,552",""
"2020","Portugal","71 years","Males","Number","52,886",""
"2020","Portugal","71 years","Females","Number","65,588",""
"2020","Portugal","72 years","Males","Number","46,507",""
"2020","Portugal","72 years","Females","Number","58,775",""
"2020","Portugal","73 years","Males","Number","45,065",""
"2020","Portugal","73 years","Females","Number","58,311",""
"2020","Portugal","74 years","Males","Number","45,378",""
"2020","Portugal","74 years","Females","Number","59,977",""
"2020","Portugal","75 years","Males","Number","41,267",""
"2020","Portugal","75 years","Females","Number","55,609",""
"2020","Portugal","76 years","Males","Number","38,781",""
"2020","Portugal","76 years","Females","Number","52,374",""
"2020","Portugal","77 years","Males","Number","35,168",""
"2020","Portugal","77 years","Females","Number","48,551",""
"2020","Portugal","78 years","Males","Number","33,744",""
"2020","Portugal","78 years","Females","Number","46,942",""
"2020","Portugal","79 years","Males","Number","32,834",""
"2020","Portugal","79 years","Females","Number","46,788",""
"2020","Portugal","80 years","Males","Number","31,188",""
"2020","Portugal","80 years","Females","Number","46,240",""
"2020","Portugal","81 years","Males","Number","30,000",""
"2020","Portugal","81 years","Females","Number","44,666",""
"2020","Portugal","82 years","Males","Number","26,590",""
"2020","Portugal","82 years","Females","Number","42,201",""
"2020","Portugal","83 years","Males","Number","26,442",""
"2020","Portugal","83 years","Females","Number","42,308",""
"2020","Portugal","84 years","Males","Number","23,573",""
"2020","Portugal","84 years","Females","Number","40,046",""
"2020","Portugal","85 years","Males","Number","20,191",""
"2020","Portugal","85 years","Females","Number","34,705",""
"2020","Portugal","86 years","Males","Number","17,570",""
"2020","Portugal","86 years","Females","Number","32,665",""
"2020","Portugal","87 years","Males","Number","15,602",""
"2020","Portugal","87 years","Females","Number","29,361",""
"2020","Portugal","88 years","Males","Number","14,037",""
"2020","Portugal","88 years","Females","Number","26,054",""
"2020","Portugal","89 years","Males","Number","10,952",""
"2020","Portugal","89 years","Females","Number","23,199",""
"2020","Portugal","90 years","Males","Number","6,887",""
"2020","Portugal","90 years","Females","Number","16,478",""
"2020","Portugal","91 years","Males","Number","5,790",""
"2020","Portugal","91 years","Females","Number","14,487",""
"2020","Portugal","92 years","Males","Number","4,131",""
"2020","Portugal","92 years","Females","Number","11,468",""
"2020","Portugal","93 years","Males","Number","3,056",""
"2020","Portugal","93 years","Females","Number","9,432",""
"2020","Portugal","94 years","Males","Number","2,030",""
"2020","Portugal","94 years","Females","Number","6,904",""
"2020","Portugal","95 years","Males","Number","1,226",""
"2020","Portugal","95 years","Females","Number","4,035",""
"2020","Portugal","96 years","Males","Number","378",""
"2020","Portugal","96 years","Females","Number","2,294",""
"2020","Portugal","97 years","Males","Number","31",""
"2020","Portugal","97 years","Females","Number","1,060",""
"2020","Portugal","98 years","Males","Number","651",""
"2020","Portugal","98 years","Females","Number","1,693",""
"2020","Portugal","99 years","Males","Number","543",""
"2020","Portugal","99 years","Females","Number","1,456",""
"2020","Portugal","Open-ended age class","Males","Number","1,828",""
"2020","Portugal","Open-ended age class","Females","Number","2,415",""
"2020","Portugal","Unknown","Males","Number","0",""
"2020","Portugal","Unknown","Females","Number","0",""
